P 
2048 
10 
1.0237e-05 
-2.085431610555105E-02   1.857525374965158E-02   -1.054242181950417E-02   1.470664329686806E-03   -7.310867566035668E-04   7.676890056965660E-03   -2.764652112706092E-02   1.281720447620834E-02   -1.419767429131777E-02   2.131452712992352E-02    
-2.644870778276459E-02   8.490117978123990E-03   -9.311051588190455E-03   4.818765261050018E-03   -2.017897907069003E-03   7.449070880343689E-03   -2.940602554082905E-02   5.490791546853224E-03   -1.742197906647605E-03   2.551891034952489E-02    
-2.757567324030802E-02   -3.044069485090339E-03   -7.105032673714512E-03   7.594218186423151E-03   -3.298563508492406E-03   7.370975779461437E-03   -2.920586071901926E-02   -1.886726527715708E-03   1.097111655038149E-02   2.291632568549293E-02    
-2.403477234560042E-02   -1.408121589633513E-02   -4.168608101920393E-03   9.514784569219392E-03   -4.784004236126068E-03   7.255019163597193E-03   -2.716517701797233E-02   -8.756804326114170E-03   2.051900599779374E-02   1.431321187835990E-02    
-1.641089791591271E-02   -2.274988374458496E-02   -8.047160718457902E-04   1.038259421222874E-02   -6.552798700538230E-03   6.787781650322511E-03   -2.355628945401583E-02   -1.464342455526046E-02   2.437363618854638E-02   2.144820330106795E-03    
-5.969256951838642E-03   -2.757567896080888E-02   2.628071419551181E-03   1.009304831213116E-02   -8.492968207672289E-03   5.654424412648906E-03   -1.876487848441458E-02   -1.919908129308014E-02   2.159448326705189E-02   -1.021217454972419E-02    
5.552780623569342E-03   -2.771655368138162E-02   5.742831894215095E-03   8.650981256011783E-03   -1.034483381549587E-02   3.632001724751241E-03   -1.323689119251915E-02   -2.223795081100405E-02   1.307520264730855E-02   -1.939183493963420E-02    
1.620784666080848E-02   -2.313049105901636E-02   8.172381287591901E-03   6.208271513960160E-03   -1.172687841394215E-02   6.632004959217230E-04   -7.424242957443705E-03   -2.371924647787059E-02   1.275031782632132E-03   -2.296283896461578E-02    
2.416167745217462E-02   -1.459773920831711E-02   9.646115110108266E-03   3.065287156113150E-03   -1.220034206137464E-02   -3.095400523092845E-03   -1.729433694230897E-03   -2.372319105133966E-02   -1.047895510179790E-02   -2.009137259023547E-02    
2.801674809470073E-02   -3.589450728773480E-03   1.000404682735106E-02   -3.885214752788798E-04   -1.135747356797203E-02   -7.257043069959029E-03   3.502032659784299E-03   -2.244948075875439E-02   -1.891216300874390E-02   -1.172298533305435E-02    
