P 
3000 
10 
1.0237e-05 
-7.428025307711333E-03   1.197157566281989E-02   -7.168680059712329E-03   4.232999341241550E-03   -5.806022178906731E-03   1.368892295450660E-02   -2.989392044963068E-04   5.568589759498900E-03   -9.409914231691865E-03   2.638523098547929E-02    
-1.159301460572709E-02   7.560262286004982E-03   -5.178172246573881E-03   6.601344604585058E-03   -4.481571836725678E-04   1.477191828369262E-02   -2.661209173570460E-03   5.775779469086723E-03   4.831753569492780E-04   2.793209023944487E-02    
-1.344821564923099E-02   1.825904678149803E-03   -2.451233735500991E-03   8.042898648352226E-03   5.002925813910854E-03   1.384026476628827E-02   -5.177987239243871E-03   4.893902673727503E-03   1.028405596037002E-02   2.588770786397772E-02    
-1.267187890931543E-02   -4.083580146647670E-03   6.479574950623429E-04   8.337805921300460E-03   9.769611528790745E-03   1.100667972018912E-02   -7.368808140322005E-03   2.875368922631016E-03   1.871572139529079E-02   2.045228528242854E-02    
-9.471195653097897E-03   -9.008281953780978E-03   3.685758970629588E-03   7.419406305664719E-03   1.316812965438428E-02   6.649161494142020E-03   -8.737943420145758E-03   -1.198473719313253E-04   2.465139841946899E-02   1.230435774229338E-02    
-4.530959219156278E-03   -1.198723793669569E-02   6.223447898515699E-03   5.407452864854279E-03   1.469033411650361E-02   1.360096225935692E-03   -8.864224343985174E-03   -3.719335899520435E-03   2.726991866482534E-02   2.503939852892640E-03    
1.125795903447843E-03   -1.248405291663715E-02   7.892767382507770E-03   2.584493699683388E-03   1.408419426390557E-02   -4.100709289772297E-03   -7.490445702307745E-03   -7.384773521218330E-03   2.616382899231148E-02   -7.638615077613709E-03    
6.349852688505159E-03   -1.048711535396959E-02   8.444903348642174E-03   -6.411752719565067E-04   1.139243113038760E-02   -8.925559397978122E-03   -4.591114439836234E-03   -1.047658910391933E-02   2.142949807560077E-02   -1.672966324577158E-02    
1.008719823775306E-02   -6.492461290837415E-03   7.810993306893249E-03   -3.797106703087749E-03   6.995105273068156E-03   -1.235820949499421E-02   -4.206511271155414E-04   -1.236033607360194E-02   1.367772526837623E-02   -2.347379428834205E-02    
1.163210234550582E-02   -1.397541917209755E-03   6.097097121362055E-03   -6.435323273682209E-03   1.568577318358369E-03   -1.383206825466665E-02   4.489817180046658E-03   -1.250743162560912E-02   3.978926361431240E-03   -2.689433852473490E-02    
1.076752058160696E-02   3.725034657889925E-03   3.542634170732292E-03   -8.206136799834785E-03   -4.021515010974603E-03   -1.310017300180440E-02   9.381144347083885E-03   -1.060737393248939E-02   -6.290086511390507E-03   -2.650337291817181E-02    
7.766684237273225E-03   7.859779559696772E-03   4.995448057739105E-04   -8.891757500492037E-03   -8.861997316173625E-03   -1.026875412964498E-02   1.337430878613790E-02   -6.698618376959065E-03   -1.568245993416939E-02   -2.234414252552282E-02    
3.327714346097549E-03   1.023404540765510E-02   -2.637465970133035E-03   -8.424377782008718E-03   -1.214415788491230E-02   -5.810381969498957E-03   1.565619030413908E-02   -1.201374218379958E-03   -2.286890545044101E-02   -1.498221497643132E-02    
-1.597061513036221E-03   1.048093791725693E-02   -5.478071670322771E-03   -6.869201012863549E-03   -1.330019165795786E-02   -4.998387951369865E-04   1.564021651312330E-02   5.113306203971574E-03   -2.682000853209442E-02   -5.453290003771344E-03    
-6.022191488410805E-03   8.647980287550929E-03   -7.655826822771758E-03   -4.421044818225181E-03   -1.214583829227375E-02   4.739512691685849E-03   1.308860377444050E-02   1.123883052984361E-02   -2.697017705192866E-02   4.896886812536291E-03    
-9.116406056339722E-03   5.177984526523202E-03   -8.871912578793051E-03   -1.384339004590680E-03   -8.932311086887829E-03   9.001600667423337E-03   8.177958283150695E-03   1.610889679034602E-02   -2.330480700588394E-02   1.458848326958490E-02    
-1.034557452483517E-02   7.877971756192431E-04   -8.944483537937135E-03   1.860787136521852E-03   -4.268231304757383E-03   1.157563374443307E-02   1.508352401916494E-03   1.877440391500168E-02   -1.636899355761610E-02   2.226085196419922E-02    
-9.552948098987858E-03   -3.657028859193051E-03   -7.844980095413685E-03   4.889863049338659E-03   1.000855331335232E-03   1.205056587198822E-02   -5.933008962614492E-03   1.858148124284509E-02   -7.164034583381242E-03   2.686996400094548E-02    
-6.961475454290020E-03   -7.299160370684357E-03   -5.712838669155715E-03   7.296926460125003E-03   5.939425222894396E-03   1.037687861155949E-02   -1.292547958472474E-02   1.534636876668605E-02   3.026495105799804E-03   2.780464416939639E-02    
-3.120903469649816E-03   -9.485715261919662E-03   -2.818102704088624E-03   8.735126045940997E-03   9.702562509681510E-03   6.905016721215455E-03   -1.824082000783766E-02   9.419004935291631E-03   1.279427711781268E-02   2.498418509224237E-02    
1.223381417984183E-03   -9.871709288374702E-03   4.597173968773072E-04   8.984264827587352E-03   1.165936937070855E-02   2.302466120217953E-03   -2.085172294787666E-02   1.641232302336523E-03   2.083146260143963E-02   1.885150239000581E-02    
5.250837797952226E-03   -8.458605236610480E-03   3.688106371680711E-03   8.009480666671842E-03   1.147607992292343E-02   -2.577770593526332E-03   -2.018204536141355E-02   -6.762466490223884E-03   2.607371680839223E-02   1.025536824441854E-02    
8.224343784775726E-03   -5.597678671827837E-03   6.413144375755714E-03   5.947206284518225E-03   9.225563187262087E-03   -6.841180536845980E-03   -1.619544487712327E-02   -1.439426632120769E-02   2.785819906500864E-02   3.730762029256346E-04    
9.653379284921526E-03   -1.885218281993932E-03   8.220683231549453E-03   3.067851496777019E-03   5.366089777378864E-03   -9.697401948353911E-03   -9.429384886500719E-03   -1.994401496619810E-02   2.598293478701694E-02   -9.460605000918970E-03    
9.410095444925787E-03   1.969497171920441E-03   8.822650557830075E-03   -2.369032316818231E-04   6.585892007105118E-04   -1.062148068264303E-02   -9.151626273588972E-04   -2.242343915383684E-02   2.077269067983065E-02   -1.793388555703572E-02    
7.657191913655183E-03   5.307463102301329E-03   8.125148729411884E-03   -3.471871416335509E-03   -3.976463092943805E-03   -9.480455231528240E-03   7.972178661708762E-03   -2.132969997365886E-02   1.299051515730902E-02   -2.398056876548785E-02    
4.776495082117478E-03   7.615079530237301E-03   6.220657574824311E-03   -6.133789175153712E-03   -7.607198401191839E-03   -6.553601654189029E-03   1.576034401000922E-02   -1.674898396781627E-02   3.705867641816324E-03   -2.687630384718240E-02    
1.316658628119588E-03   8.597802167027862E-03   3.392597408224118E-03   -7.815264691890228E-03   -9.513129470321346E-03   -2.477976877919064E-03   2.112800128185522E-02   -9.369635313253966E-03   -5.870140862591855E-03   -2.633333612629538E-02    
