P 
3000 
10 
1.0237e-05 
-2.160983002533153E-03   2.584846568571600E-02   1.684772005661378E-02   -6.948000132930524E-03   2.513743153322101E-02   -9.886182389230294E-03   1.739605967862448E-02   -1.387443482859714E-02   4.029949951367406E-04   -8.754095850164026E-03    
-1.216696656576966E-02   2.304397657760804E-02   1.092349355961611E-02   -1.477789445103002E-02   2.672090219414547E-02   -5.425301240033861E-03   2.089249526816706E-02   -6.999767128362977E-03   2.548931196428317E-03   -8.829670339091961E-03    
-2.028211994107390E-02   1.647248341220309E-02   1.785103360306461E-03   -1.847121262666773E-02   2.746060924679902E-02   -6.833253339388022E-04   2.184724623958252E-02   5.714852361651743E-04   4.818311380153291E-03   -8.312623701331540E-03    
-2.516564268426263E-02   7.210624711078917E-03   -7.992295770054253E-03   -1.692899964917222E-02   2.731939449538751E-02   4.186842632316529E-03   2.019374055583387E-02   7.936784590008322E-03   7.040779988737523E-03   -7.130741803011501E-03    
-2.601989685841196E-02   -3.225326799314782E-03   -1.561688296471536E-02   -1.053452346082243E-02   2.628833078991161E-02   9.025395054900714E-03   1.617868866832398E-02   1.422388827648920E-02   9.004023315602731E-03   -5.273749339224781E-03    
-2.271821813238741E-02   -1.312714798241167E-02   -1.888251656200857E-02   -1.067403296592717E-03   2.438317431487286E-02   1.367285204794542E-02   1.031741849747880E-02   1.869070364162741E-02   1.048284068095599E-02   -2.804620152853834E-03    
-1.580282623039447E-02   -2.088361107983012E-02   -1.680371780590073E-02   8.799177183625745E-03   2.166353063027379E-02   1.796360008854278E-02   3.342866651400545E-03   2.082542699182865E-02   1.128397921030790E-02   1.327171828848228E-04    
-6.391204546230458E-03   -2.524949389079524E-02   -9.905068338922740E-03   1.624622086387389E-02   1.820075459770026E-02   2.174789588623971E-02   -3.875745532253339E-03   2.041644878181044E-02   1.125382719566024E-02   3.320156520239023E-03    
3.991935909377967E-03   -2.555492216261316E-02   -1.103688475779241E-04   1.910415028858265E-02   1.409456890536231E-02   2.488504092177012E-02   -1.046028156296815E-02   1.757742871557613E-02   1.031176772405280E-02   6.493022534570764E-03    
1.363431126478475E-02   -2.179571079939776E-02   9.795414781959146E-03   1.649500525336819E-02   9.481698565034169E-03   2.725100417441624E-02   -1.564404165033462E-02   1.270290109672248E-02   8.461634696590553E-03   9.360461907764461E-03    
2.095651463504261E-02   -1.461321547564231E-02   1.696402618271493E-02   9.107212275365999E-03   4.496087913779867E-03   2.875539150933613E-02   -1.884073722829843E-02   6.417380289385155E-03   5.793602166288979E-03   1.164425102748345E-02    
